task_id,job_id,app_name,node_name,ucb_reward,ucb_arm,user_id,task_type,offloaded,edge_id,arrival_time,finish_time,inter_arrival_ms,latency_ms,waiting_ms,proc_ms,tx_delay_ms,transit_ms,channel_rate_mbps,cycles_total,split_ratio,cycles_local,cycles_edge,local_ratio,edge_ratio,finish_time_edge
50000001,,,,0,,5,Heavy,1,0,0.09,1.1727,,1082.67,,666.67,416.0,,100.0,2000000000.0,1.0,0.0,2000000000.0,0.0,1.0,1.1727
1,,,,0,,0,Heavy,1,0,0.181,1.8393,,1658.33,,667.33,958.0,,100.0,2000000000.0,1.0,0.0,2000000000.0,0.0,1.0,1.8393
2,,,,0,,0,Heavy,1,0,0.272,2.506,91.0,2234.0,,667.0,1458.0,,100.0,2000000000.0,1.0,0.0,2000000000.0,0.0,1.0,2.506
50000002,,,,0,,5,Heavy,1,0,0.363,3.1727,273.0,2809.67,,666.67,1927.0,,100.0,2000000000.0,1.0,0.0,2000000000.0,0.0,1.0,3.1727
20000001,,,,0,,2,Heavy,1,0,0.454,3.8393,,3385.33,,667.33,2371.0,,100.0,2000000000.0,1.0,0.0,2000000000.0,0.0,1.0,3.8393
10000001,,,,0,,1,Heavy,1,0,0.545,4.506,,3961.0,,667.0,2856.0,,100.0,2000000000.0,1.0,0.0,2000000000.0,0.0,1.0,4.506
10000002,,,,0,,1,Heavy,1,0,0.636,5.1727,91.0,4536.67,,666.67,3388.0,,100.0,2000000000.0,1.0,0.0,2000000000.0,0.0,1.0,5.1727
10000003,,,,0,,1,Heavy,1,0,0.727,5.8393,91.0,5112.33,,667.33,3904.0,,100.0,2000000000.0,1.0,0.0,2000000000.0,0.0,1.0,5.8393
50000003,,,,0,,5,Heavy,1,0,0.818,6.506,455.0,5688.0,,667.0,4406.0,,100.0,2000000000.0,1.0,0.0,2000000000.0,0.0,1.0,6.506
3,,,,0,,0,Heavy,1,0,0.909,7.1727,637.0,6263.67,,666.67,4897.0,,100.0,2000000000.0,1.0,0.0,2000000000.0,0.0,1.0,7.1727
50000004,,,,0,,5,Heavy,1,0,0.999,7.8393,181.0,6840.33,,667.33,5371.0,,100.0,2000000000.0,1.0,0.0,2000000000.0,0.0,1.0,7.8393
50000005,,,,0,,5,Heavy,1,0,1.09,8.506,91.0,7416.0,,667.0,5841.0,,100.0,2000000000.0,1.0,0.0,2000000000.0,0.0,1.0,8.506
40000001,,,,0,,4,Heavy,1,0,1.181,9.1727,,7991.67,,666.67,6328.0,,100.0,2000000000.0,1.0,0.0,2000000000.0,0.0,1.0,9.1727
4,,,,0,,0,Heavy,1,0,1.272,9.8393,363.0,8567.33,,667.33,6835.0,,100.0,2000000000.0,1.0,0.0,2000000000.0,0.0,1.0,9.8393
40000002,,,,0,,4,Heavy,1,0,1.363,10.506,182.0,9143.0,,667.0,7335.0,,100.0,2000000000.0,1.0,0.0,2000000000.0,0.0,1.0,10.506
30000001,,,,0,,3,Heavy,1,0,1.454,11.1727,,9718.67,,666.67,7828.0,,100.0,2000000000.0,1.0,0.0,2000000000.0,0.0,1.0,11.1727
5,,,,0,,0,Heavy,1,0,1.545,11.8393,273.0,10294.33,,667.33,8313.0,,100.0,2000000000.0,1.0,0.0,2000000000.0,0.0,1.0,11.8393
6,,,,0,,0,Heavy,1,0,1.636,12.506,91.0,10870.0,,667.0,8793.0,,100.0,2000000000.0,1.0,0.0,2000000000.0,0.0,1.0,12.506
7,,,,0,,0,Heavy,1,0,1.727,13.1727,91.0,11445.67,,666.67,9267.0,,100.0,2000000000.0,1.0,0.0,2000000000.0,0.0,1.0,13.1727
10000004,,,,0,,1,Heavy,1,0,1.818,13.8393,1091.0,12021.33,,667.33,9770.0,,100.0,2000000000.0,1.0,0.0,2000000000.0,0.0,1.0,13.8393
10000005,,,,0,,1,Heavy,1,0,1.909,14.506,91.0,12597.0,,667.0,10268.0,,100.0,2000000000.0,1.0,0.0,2000000000.0,0.0,1.0,14.506
40000003,,,,0,,4,Heavy,1,0,1.999,15.1727,636.0,13173.67,,666.67,10757.0,,100.0,2000000000.0,1.0,0.0,2000000000.0,0.0,1.0,15.1727
40000004,,,,0,,4,Heavy,1,0,2.09,15.8393,91.0,13749.33,,667.33,11245.0,,100.0,2000000000.0,1.0,0.0,2000000000.0,0.0,1.0,15.8393
8,,,,0,,0,Heavy,1,0,2.181,16.506,454.0,14325.0,,667.0,11729.0,,100.0,2000000000.0,1.0,0.0,2000000000.0,0.0,1.0,16.506
40000005,,,,0,,4,Heavy,1,0,2.272,17.1727,182.0,14900.67,,666.67,12208.0,,100.0,2000000000.0,1.0,0.0,2000000000.0,0.0,1.0,17.1727
