sim_time,tasks_done_interval,tasks_local,tasks_offloaded,mean_lat_all_ms,mean_lat_local_ms,mean_lat_edge_ms,p95_lat_all_ms,ucb_reward_mean,ucb_reward_cumulative,ucb_regret_cumulative,total_user_qlen,total_edge_qlen,u0_qlen,u1_qlen,u2_qlen,u3_qlen,u4_qlen,u5_qlen,e0_qlen,e0_busy,e0_txbuf,e0_load,e1_qlen,e1_busy,e1_txbuf,e1_load
1.0,0,0,0,,,,,,0.0,0.0,23,0,7,5,0,0,4,7,0,0,0,0,0,0,0,0
2.001,6,6,0,1000.0,1000.0,,1000.0,0.0,0.0,6.0,48,0,13,8,6,5,8,8,0,0,0,0,0,0,0,0
3.001,6,6,0,1711.17,1711.17,,1966.75,0.0,0.0,12.0,72,0,17,12,13,6,9,15,0,0,0,0,0,0,0,0
4.001,6,6,0,2561.17,2561.17,,2883.25,0.0,0.0,18.0,96,0,19,18,17,9,12,21,0,0,0,0,0,0,0,0
5.0,6,6,0,3416.83,3416.83,,3667.0,0.0,0.0,24.0,119,0,21,24,19,14,16,25,0,0,0,0,0,0,0,0
6.0,6,6,0,4316.83,4316.83,,4625.5,0.0,0.0,30.0,143,0,25,25,23,18,22,30,0,0,0,0,0,0,0,0
7.0,6,6,0,5100.17,5100.17,,5458.75,0.0,0.0,36.0,167,0,32,29,27,19,28,32,0,0,0,0,0,0,0,0
8.0,6,6,0,6011.0,6011.0,,6399.75,0.0,0.0,42.0,191,0,34,35,30,23,32,37,0,0,0,0,0,0,0,0
9.0,6,6,0,6744.5,6744.5,,7217.0,0.0,0.0,48.0,215,0,39,41,31,26,38,40,0,0,0,0,0,0,0,0
10.001,6,6,0,7511.33,7511.33,,7850.25,0.0,0.0,54.0,240,0,44,47,33,33,38,45,0,0,0,0,0,0,0,0
11.001,6,6,0,8216.83,8216.83,,8716.25,0.0,0.0,60.0,264,0,50,50,34,41,40,49,0,0,0,0,0,0,0,0
12.001,6,6,0,8972.5,8972.5,,9483.25,0.0,0.0,66.0,288,0,58,55,35,43,46,51,0,0,0,0,0,0,0,0
13.001,6,6,0,9800.17,9800.17,,10417.0,0.0,0.0,72.0,312,0,61,58,40,46,52,55,0,0,0,0,0,0,0,0
14.001,6,6,0,10527.83,10527.83,,11158.25,0.0,0.0,78.0,336,0,65,62,46,46,59,58,0,0,0,0,0,0,0,0
15.001,6,6,0,11383.33,11383.33,,12000.25,0.0,0.0,84.0,360,0,70,66,53,47,61,63,0,0,0,0,0,0,0,0
16.001,6,6,0,12255.67,12255.67,,12925.0,0.0,0.0,90.0,384,0,76,70,57,49,65,67,0,0,0,0,0,0,0,0
17.001,6,6,0,13000.17,13000.17,,13675.0,0.0,0.0,96.0,408,0,78,79,60,54,66,71,0,0,0,0,0,0,0,0
18.001,6,6,0,13805.67,13805.67,,14600.25,0.0,0.0,102.0,432,0,83,81,68,57,69,74,0,0,0,0,0,0,0,0
19.0,6,6,0,14705.5,14705.5,,15491.5,0.0,0.0,108.0,455,0,87,82,71,59,74,82,0,0,0,0,0,0,0,0
20.0,6,6,0,15555.67,15555.67,,16417.0,0.0,0.0,114.0,479,0,87,85,77,64,80,86,0,0,0,0,0,0,0,0
21.0,6,6,0,16394.67,16394.67,,17017.0,0.0,0.0,120.0,503,0,90,91,80,68,82,92,0,0,0,0,0,0,0,0
22.0,6,6,0,17172.5,17172.5,,17625.25,0.0,0.0,126.0,527,0,94,97,79,75,85,97,0,0,0,0,0,0,0,0
23.0,6,6,0,18022.33,18022.33,,18583.75,0.0,0.0,132.0,551,0,94,99,83,82,91,102,0,0,0,0,0,0,0,0
24.0,6,6,0,18811.17,18811.17,,19475.5,0.0,0.0,138.0,575,0,97,105,86,89,94,104,0,0,0,0,0,0,0,0
25.0,6,6,0,19522.33,19522.33,,20125.25,0.0,0.0,144.0,599,0,99,108,89,97,98,108,0,0,0,0,0,0,0,0
26.0,6,6,0,20244.5,20244.5,,21041.75,0.0,0.0,150.0,623,0,104,110,95,104,100,110,0,0,0,0,0,0,0,0
27.0,6,6,0,21017.0,21017.0,,21875.25,0.0,0.0,156.0,647,0,109,118,97,105,103,115,0,0,0,0,0,0,0,0
28.0,6,6,0,21822.33,21822.33,,22716.75,0.0,0.0,162.0,671,0,115,119,100,107,109,121,0,0,0,0,0,0,0,0
29.0,6,6,0,22666.83,22666.83,,23567.0,0.0,0.0,168.0,695,0,117,121,105,114,112,126,0,0,0,0,0,0,0,0
30.0,6,6,0,23450.17,23450.17,,24266.75,0.0,0.0,174.0,719,0,119,125,111,120,116,128,0,0,0,0,0,0,0,0
31.0,6,6,0,24211.33,24211.33,,24950.0,0.0,0.0,180.0,743,0,120,127,116,126,120,134,0,0,0,0,0,0,0,0
32.0,6,6,0,25005.5,25005.5,,25600.0,0.0,0.0,186.0,767,0,122,134,124,126,123,138,0,0,0,0,0,0,0,0
33.0,6,6,0,25733.5,25733.5,,26517.0,0.0,0.0,192.0,791,0,130,136,128,132,125,140,0,0,0,0,0,0,0,0
34.0,6,6,0,26577.83,26577.83,,27450.0,0.0,0.0,198.0,815,0,133,139,130,136,135,142,0,0,0,0,0,0,0,0
35.0,6,6,0,27455.5,27455.5,,28350.0,0.0,0.0,204.0,839,0,138,146,133,139,136,147,0,0,0,0,0,0,0,0
36.0,6,6,0,28211.33,28211.33,,29058.75,0.0,0.0,210.0,863,0,141,150,138,142,140,152,0,0,0,0,0,0,0,0
37.0,6,6,0,29061.0,29061.0,,30016.5,0.0,0.0,216.0,887,0,146,152,141,146,147,155,0,0,0,0,0,0,0,0
38.0,6,6,0,29916.83,29916.83,,30816.75,0.0,0.0,222.0,911,0,151,152,148,154,148,158,0,0,0,0,0,0,0,0
39.001,6,6,0,30838.83,30838.83,,31758.75,0.0,0.0,228.0,936,0,155,156,151,159,153,162,0,0,0,0,0,0,0,0
40.001,6,6,0,31566.67,31566.67,,32158.5,0.0,0.0,234.0,960,0,158,161,153,166,157,165,0,0,0,0,0,0,0,0
41.001,6,6,0,32233.33,32233.33,,32941.75,0.0,0.0,240.0,984,0,158,164,159,173,163,167,0,0,0,0,0,0,0,0
42.001,6,6,0,32950.33,32950.33,,33708.25,0.0,0.0,246.0,1008,0,163,167,161,180,165,172,0,0,0,0,0,0,0,0
43.001,6,6,0,33783.33,33783.33,,34550.0,0.0,0.0,252.0,1032,0,168,168,164,183,168,181,0,0,0,0,0,0,0,0
44.001,6,6,0,34650.17,34650.17,,35484.0,0.0,0.0,258.0,1056,0,171,175,168,187,172,183,0,0,0,0,0,0,0,0
45.001,6,6,0,35378.0,35378.0,,36358.75,0.0,0.0,264.0,1080,0,173,178,174,195,173,187,0,0,0,0,0,0,0,0
46.001,6,6,0,36244.67,36244.67,,37316.5,0.0,0.0,270.0,1104,0,175,180,180,196,178,195,0,0,0,0,0,0,0,0
