sim_time,tasks_done_interval,tasks_local,tasks_offloaded,mean_lat_all_ms,mean_lat_local_ms,mean_lat_edge_ms,p95_lat_all_ms,ucb_reward_mean,ucb_reward_cumulative,ucb_regret_cumulative,total_user_qlen,total_edge_qlen,u0_qlen,u1_qlen,u2_qlen,u3_qlen,u4_qlen,u5_qlen,e0_qlen,e0_busy,e0_txbuf,e0_load,e1_qlen,e1_busy,e1_txbuf,e1_load
1.0,0,0,0,,,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.001,0,0,0,,,,,,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3.001,1,1,0,2000.0,2000.0,,2000.0,0.0,0.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4.001,1,1,0,2000.0,2000.0,,2000.0,0.0,0.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2,2,0,2166.5,2166.5,,2316.35,0.0,0.0,4.0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
6.0,2,2,0,2722.5,2722.5,,3372.75,0.0,0.0,6.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7.0,1,1,0,2000.0,2000.0,,2000.0,0.0,0.0,7.0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
8.0,2,2,0,2722.5,2722.5,,3372.75,0.0,0.0,9.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9.0,1,1,0,2888.0,2888.0,,2888.0,0.0,0.0,10.0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
10.001,3,3,0,2963.0,2963.0,,4600.1,0.0,0.0,13.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11.001,2,2,0,3166.5,3166.5,,4216.35,0.0,0.0,15.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
12.001,2,2,0,2611.0,2611.0,,2861.2,0.0,0.0,17.0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
13.001,0,0,0,,,,,,0.0,17.0,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
14.001,2,2,0,2889.0,2889.0,,3689.1,0.0,0.0,19.0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
15.001,1,1,0,2000.0,2000.0,,2000.0,0.0,0.0,20.0,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
16.001,2,2,0,4333.5,4333.5,,5133.15,0.0,0.0,22.0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
17.001,2,2,0,2722.5,2722.5,,3372.75,0.0,0.0,24.0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
18.001,2,2,0,3555.5,3555.5,,4355.15,0.0,0.0,26.0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
19.0,2,2,0,3889.0,3889.0,,4289.5,0.0,0.0,28.0,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
20.0,2,2,0,2000.0,2000.0,,2000.0,0.0,0.0,30.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21.0,2,2,0,4222.0,4222.0,,4821.4,0.0,0.0,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.0,3,3,0,2296.33,2296.33,,2800.1,0.0,0.0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.0,2,2,0,2667.0,2667.0,,3267.3,0.0,0.0,37.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24.0,2,2,0,2000.0,2000.0,,2000.0,0.0,0.0,39.0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
25.0,1,1,0,2000.0,2000.0,,2000.0,0.0,0.0,40.0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
26.0,1,1,0,2000.0,2000.0,,2000.0,0.0,0.0,41.0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
27.0,2,2,0,2722.5,2722.5,,3372.75,0.0,0.0,43.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
28.0,1,1,0,3445.0,3445.0,,3445.0,0.0,0.0,44.0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
29.0,3,3,0,3074.0,3074.0,,3744.6,0.0,0.0,47.0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
30.0,0,0,0,,,,,,0.0,47.0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
31.0,3,3,0,3111.0,3111.0,,4199.7,0.0,0.0,50.0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
32.0,1,1,0,2000.0,2000.0,,2000.0,0.0,0.0,51.0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
33.0,3,3,0,3333.33,3333.33,,4356.0,0.0,0.0,54.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
34.0,1,1,0,2000.0,2000.0,,2000.0,0.0,0.0,55.0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
35.0,3,3,0,3666.67,3666.67,,5133.9,0.0,0.0,58.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36.0,1,1,0,2000.0,2000.0,,2000.0,0.0,0.0,59.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
37.0,3,3,0,2852.0,2852.0,,4033.2,0.0,0.0,62.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
38.0,1,1,0,2334.0,2334.0,,2334.0,0.0,0.0,63.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.001,2,2,0,2333.5,2333.5,,2633.65,0.0,0.0,65.0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
40.001,3,3,0,2407.33,2407.33,,3099.8,0.0,0.0,68.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.001,0,0,0,,,,,,0.0,68.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
42.001,4,4,0,2444.5,2444.5,,3277.5,0.0,0.0,72.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43.001,0,0,0,,,,,,0.0,72.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44.001,2,2,0,2777.5,2777.5,,3177.55,0.0,0.0,74.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
45.001,2,2,0,2000.0,2000.0,,2000.0,0.0,0.0,76.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46.001,2,2,0,3055.5,3055.5,,4005.45,0.0,0.0,78.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
47.001,3,3,0,2407.33,2407.33,,2833.4,0.0,0.0,81.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
48.001,0,0,0,,,,,,0.0,81.0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
49.001,2,2,0,2777.5,2777.5,,3177.55,0.0,0.0,83.0,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
50.001,1,1,0,2000.0,2000.0,,2000.0,0.0,0.0,84.0,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
51.001,1,1,0,4666.0,4666.0,,4666.0,0.0,0.0,85.0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
52.001,2,2,0,2444.5,2444.5,,2844.55,0.0,0.0,87.0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
53.001,2,2,0,3500.0,3500.0,,4850.0,0.0,0.0,89.0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
54.001,2,2,0,3167.0,3167.0,,4217.3,0.0,0.0,91.0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
55.001,1,1,0,2333.0,2333.0,,2333.0,0.0,0.0,92.0,4,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0
