task_id,job_id,app_name,node_name,ucb_reward,ucb_arm,user_id,task_type,offloaded,edge_id,arrival_time,finish_time,inter_arrival_ms,latency_ms,waiting_ms,proc_ms,tx_delay_ms,transit_ms,channel_rate_mbps,cycles_total,split_ratio,cycles_local,cycles_edge,local_ratio,edge_ratio,finish_time_edge
50000001,,,,0,,5,Light,0,-1,0.049,0.349,,300.0,0.0,300.0,0.0,0.0,,300000000.0,0.0,300000000.0,0.0,1.0,0.0,
1,,,,0,,0,Light,0,-1,0.099,0.399,,300.0,0.0,300.0,0.0,0.0,,300000000.0,0.0,300000000.0,0.0,1.0,0.0,
20000001,,,,0,,2,Light,0,-1,0.249,0.549,,300.0,0.0,300.0,0.0,0.0,,300000000.0,0.0,300000000.0,0.0,1.0,0.0,
10000001,,,,0,,1,Light,0,-1,0.299,0.599,,300.0,0.0,300.0,0.0,0.0,,300000000.0,0.0,300000000.0,0.0,1.0,0.0,
50000002,,,,0,,5,Light,0,-1,0.199,0.649,150.0,450.0,150.0,300.0,0.0,0.0,,300000000.0,0.0,300000000.0,0.0,1.0,0.0,
2,,,,0,,0,Light,0,-1,0.149,0.699,50.0,550.0,250.0,300.0,0.0,0.0,,300000000.0,0.0,300000000.0,0.0,1.0,0.0,
10000002,,,,0,,1,Light,0,-1,0.349,0.899,50.0,550.0,250.0,300.0,0.0,0.0,,300000000.0,0.0,300000000.0,0.0,1.0,0.0,
40000001,,,,0,,4,Light,0,-1,0.649,0.949,,300.0,0.0,300.0,0.0,0.0,,300000000.0,0.0,300000000.0,0.0,1.0,0.0,
50000003,,,,0,,5,Light,0,-1,0.449,0.949,250.0,500.0,200.0,300.0,0.0,0.0,,300000000.0,0.0,300000000.0,0.0,1.0,0.0,
3,,,,0,,0,Light,0,-1,0.499,0.999,350.0,500.0,200.0,300.0,0.0,0.0,,300000000.0,0.0,300000000.0,0.0,1.0,0.0,
30000001,,,,0,,3,Light,0,-1,0.799,1.099,,300.0,0.0,300.0,0.0,0.0,,300000000.0,0.0,300000000.0,0.0,1.0,0.0,
10000003,,,,0,,1,Light,0,-1,0.399,1.199,50.0,800.0,500.0,300.0,0.0,0.0,,300000000.0,0.0,300000000.0,0.0,1.0,0.0,
40000002,,,,0,,4,Light,0,-1,0.749,1.249,100.0,500.0,200.0,300.0,0.0,0.0,,300000000.0,0.0,300000000.0,0.0,1.0,0.0,
50000004,,,,0,,5,Light,0,-1,0.549,1.249,100.0,700.0,400.0,300.0,0.0,0.0,,300000000.0,0.0,300000000.0,0.0,1.0,0.0,
4,,,,0,,0,Light,0,-1,0.699,1.299,200.0,600.0,300.0,300.0,0.0,0.0,,300000000.0,0.0,300000000.0,0.0,1.0,0.0,
10000004,,,,0,,1,Light,0,-1,0.999,1.499,600.0,500.0,200.0,300.0,0.0,0.0,,300000000.0,0.0,300000000.0,0.0,1.0,0.0,
40000003,,,,0,,4,Light,0,-1,1.099,1.549,350.0,450.0,150.0,300.0,0.0,0.0,,300000000.0,0.0,300000000.0,0.0,1.0,0.0,
50000005,,,,0,,5,Light,0,-1,0.599,1.549,50.0,950.0,650.0,300.0,0.0,0.0,,300000000.0,0.0,300000000.0,0.0,1.0,0.0,
5,,,,0,,0,Light,0,-1,0.849,1.599,150.0,750.0,450.0,300.0,0.0,0.0,,300000000.0,0.0,300000000.0,0.0,1.0,0.0,
10000005,,,,0,,1,Light,0,-1,1.049,1.799,50.0,750.0,450.0,300.0,0.0,0.0,,300000000.0,0.0,300000000.0,0.0,1.0,0.0,
30000002,,,,0,,3,Light,0,-1,1.549,1.849,750.0,300.0,0.0,300.0,0.0,0.0,,300000000.0,0.0,300000000.0,0.0,1.0,0.0,
40000004,,,,0,,4,Light,0,-1,1.149,1.849,50.0,700.0,400.0,300.0,0.0,0.0,,300000000.0,0.0,300000000.0,0.0,1.0,0.0,
50000006,,,,0,,5,Light,0,-1,1.349,1.849,750.0,500.0,200.0,300.0,0.0,0.0,,300000000.0,0.0,300000000.0,0.0,1.0,0.0,
6,,,,0,,0,Light,0,-1,0.899,1.899,50.0,1000.0,700.0,300.0,0.0,0.0,,300000000.0,0.0,300000000.0,0.0,1.0,0.0,
20000002,,,,0,,2,Light,0,-1,1.749,2.049,1500.0,300.0,0.0,300.0,0.0,0.0,,300000000.0,0.0,300000000.0,0.0,1.0,0.0,
10000006,,,,0,,1,Light,0,-1,1.299,2.099,250.0,800.0,500.0,300.0,0.0,0.0,,300000000.0,0.0,300000000.0,0.0,1.0,0.0,
30000003,,,,0,,3,Light,0,-1,1.649,2.149,100.0,500.0,200.0,300.0,0.0,0.0,,300000000.0,0.0,300000000.0,0.0,1.0,0.0,
40000005,,,,0,,4,Light,0,-1,1.249,2.149,100.0,900.0,600.0,300.0,0.0,0.0,,300000000.0,0.0,300000000.0,0.0,1.0,0.0,
50000007,,,,0,,5,Light,0,-1,1.399,2.149,50.0,750.0,450.0,300.0,0.0,0.0,,300000000.0,0.0,300000000.0,0.0,1.0,0.0,
7,,,,0,,0,Light,0,-1,0.949,2.199,50.0,1250.0,950.0,300.0,0.0,0.0,,300000000.0,0.0,300000000.0,0.0,1.0,0.0,
20000003,,,,0,,2,Light,0,-1,1.999,2.349,250.0,350.0,50.0,300.0,0.0,0.0,,300000000.0,0.0,300000000.0,0.0,1.0,0.0,
10000007,,,,0,,1,Light,0,-1,1.599,2.399,300.0,800.0,500.0,300.0,0.0,0.0,,300000000.0,0.0,300000000.0,0.0,1.0,0.0,
30000004,,,,0,,3,Light,0,-1,1.949,2.449,300.0,500.0,200.0,300.0,0.0,0.0,,300000000.0,0.0,300000000.0,0.0,1.0,0.0,
40000006,,,,0,,4,Light,0,-1,1.499,2.449,250.0,950.0,650.0,300.0,0.0,0.0,,300000000.0,0.0,300000000.0,0.0,1.0,0.0,
50000008,,,,0,,5,Light,0,-1,1.449,2.449,50.0,1000.0,700.0,300.0,0.0,0.0,,300000000.0,0.0,300000000.0,0.0,1.0,0.0,
8,,,,0,,0,Light,0,-1,1.199,2.499,250.0,1300.0,1000.0,300.0,0.0,0.0,,300000000.0,0.0,300000000.0,0.0,1.0,0.0,
20000004,,,,0,,2,Light,0,-1,2.049,2.649,50.0,600.0,300.0,300.0,0.0,0.0,,300000000.0,0.0,300000000.0,0.0,1.0,0.0,
10000008,,,,0,,1,Light,0,-1,1.849,2.699,250.0,850.0,550.0,300.0,0.0,0.0,,300000000.0,0.0,300000000.0,0.0,1.0,0.0,
30000005,,,,0,,3,Light,0,-1,2.349,2.749,400.0,400.0,100.0,300.0,0.0,0.0,,300000000.0,0.0,300000000.0,0.0,1.0,0.0,
40000007,,,,0,,4,Light,0,-1,1.699,2.749,200.0,1050.0,750.0,300.0,0.0,0.0,,300000000.0,0.0,300000000.0,0.0,1.0,0.0,
50000009,,,,0,,5,Light,0,-1,1.899,2.749,450.0,850.0,550.0,300.0,0.0,0.0,,300000000.0,0.0,300000000.0,0.0,1.0,0.0,
9,,,,0,,0,Light,0,-1,1.799,2.799,600.0,1000.0,700.0,300.0,0.0,0.0,,300000000.0,0.0,300000000.0,0.0,1.0,0.0,
