sim_time,tasks_done_interval,tasks_local,tasks_offloaded,mean_lat_all_ms,mean_lat_local_ms,mean_lat_edge_ms,p95_lat_all_ms,ucb_reward_mean,ucb_reward_cumulative,ucb_regret_cumulative,total_user_qlen,total_edge_qlen,u0_qlen,u1_qlen,u2_qlen,u3_qlen,u4_qlen,u5_qlen,e0_qlen,e0_busy,e0_txbuf,e0_load,e1_qlen,e1_busy,e1_txbuf,e1_load
1.0,9,0,9,535.33,,535.33,885.2,0.0,0.0,9.0,0,2,0,0,0,0,0,0,2,1,337,340,0,0,0,0
2.001,10,0,10,1458.1,,1458.1,1851.35,0.0,0.0,19.0,0,4,0,0,0,0,0,0,4,1,676,681,0,0,0,0
3.001,10,0,10,2429.6,,2429.6,2823.35,0.0,0.0,29.0,0,6,0,0,0,0,0,0,6,1,1014,1021,0,0,0,0
4.001,10,0,10,3401.0,,3401.0,3794.35,0.0,0.0,39.0,0,7,0,0,0,0,0,0,7,1,1353,1361,0,0,0,0
5.0,10,0,10,4372.4,,4372.4,4765.9,0.0,0.0,49.0,0,9,0,0,0,0,0,0,9,1,1690,1700,0,0,0,0
6.0,10,0,10,5343.9,,5343.9,5737.35,0.0,0.0,59.0,0,11,0,0,0,0,0,0,11,1,2028,2040,0,0,0,0
7.0,10,0,10,6315.2,,6315.2,6708.35,0.0,0.0,69.0,0,13,0,0,0,0,0,0,13,1,2366,2380,0,0,0,0
8.0,10,0,10,7286.8,,7286.8,7680.35,0.0,0.0,79.0,0,15,0,0,0,0,0,0,15,1,2704,2720,0,0,0,0
9.0,10,0,10,8258.1,,8258.1,8651.35,0.0,0.0,89.0,0,17,0,0,0,0,0,0,17,1,3042,3060,0,0,0,0
10.001,10,0,10,9229.6,,9229.6,9623.35,0.0,0.0,99.0,0,19,0,0,0,0,0,0,19,1,3381,3401,0,0,0,0
11.001,10,0,10,10201.0,,10201.0,10594.35,0.0,0.0,109.0,0,21,0,0,0,0,0,0,21,1,3719,3741,0,0,0,0
12.001,10,0,10,11172.4,,11172.4,11565.9,0.0,0.0,119.0,0,23,0,0,0,0,0,0,23,1,4057,4081,0,0,0,0
13.001,10,0,10,12143.9,,12143.9,12537.35,0.0,0.0,129.0,0,25,0,0,0,0,0,0,25,1,4395,4421,0,0,0,0
