sim_time,tasks_done_interval,tasks_local,tasks_offloaded,mean_lat_all_ms,mean_lat_local_ms,mean_lat_edge_ms,p95_lat_all_ms,ucb_reward_mean,ucb_reward_cumulative,ucb_regret_cumulative,total_user_qlen,total_edge_qlen,u0_qlen,u1_qlen,u2_qlen,u3_qlen,u4_qlen,u5_qlen,e0_qlen,e0_busy,e0_txbuf,e0_load,e1_qlen,e1_busy,e1_txbuf,e1_load
1.0,9,0,9,509.0,,509.0,854.6,0.0,0.0,9.0,0,16,0,0,0,0,0,0,16,1,223,240,0,0,0,0
2.001,10,0,10,1421.0,,1421.0,1809.8,0.0,0.0,19.0,0,33,0,0,0,0,0,0,33,1,447,481,0,0,0,0
3.001,10,0,10,2381.0,,2381.0,2769.8,0.0,0.0,29.0,0,50,0,0,0,0,0,0,50,1,670,721,0,0,0,0
4.001,10,0,10,3341.0,,3341.0,3729.8,0.0,0.0,39.0,0,67,0,0,0,0,0,0,67,1,893,961,0,0,0,0
5.0,10,0,10,4301.0,,4301.0,4689.8,0.0,0.0,49.0,0,84,0,0,0,0,0,0,84,1,1115,1200,0,0,0,0
6.0,10,0,10,5261.0,,5261.0,5649.8,0.0,0.0,59.0,0,101,0,0,0,0,0,0,101,1,1338,1440,0,0,0,0
7.0,10,0,10,6221.0,,6221.0,6609.8,0.0,0.0,69.0,0,117,0,0,0,0,0,0,117,1,1562,1680,0,0,0,0
8.0,10,0,10,7181.0,,7181.0,7569.8,0.0,0.0,79.0,0,134,0,0,0,0,0,0,134,1,1785,1920,0,0,0,0
9.0,10,0,10,8141.0,,8141.0,8529.8,0.0,0.0,89.0,0,151,0,0,0,0,0,0,151,1,2008,2160,0,0,0,0
10.001,10,0,10,9101.0,,9101.0,9489.8,0.0,0.0,99.0,0,168,0,0,0,0,0,0,168,1,2232,2401,0,0,0,0
11.001,10,0,10,10061.0,,10061.0,10449.8,0.0,0.0,109.0,0,185,0,0,0,0,0,0,185,1,2455,2641,0,0,0,0
12.001,10,0,10,11021.0,,11021.0,11409.8,0.0,0.0,119.0,0,202,0,0,0,0,0,0,202,1,2678,2881,0,0,0,0
13.001,10,0,10,11981.0,,11981.0,12369.8,0.0,0.0,129.0,0,219,0,0,0,0,0,0,219,1,2901,3121,0,0,0,0
14.001,10,0,10,12941.0,,12941.0,13329.8,0.0,0.0,139.0,0,235,0,0,0,0,0,0,235,1,3125,3361,0,0,0,0
15.001,10,0,10,13901.0,,13901.0,14289.8,0.0,0.0,149.0,0,252,0,0,0,0,0,0,252,1,3348,3601,0,0,0,0
16.001,10,0,10,14861.0,,14861.0,15249.8,0.0,0.0,159.0,0,269,0,0,0,0,0,0,269,1,3571,3841,0,0,0,0
17.001,10,0,10,15821.0,,15821.0,16209.8,0.0,0.0,169.0,0,286,0,0,0,0,0,0,286,1,3794,4081,0,0,0,0
18.001,10,0,10,16781.0,,16781.0,17169.8,0.0,0.0,179.0,0,303,0,0,0,0,0,0,303,1,4017,4321,0,0,0,0
19.0,10,0,10,17741.0,,17741.0,18129.8,0.0,0.0,189.0,0,320,0,0,0,0,0,0,320,1,4239,4560,0,0,0,0
20.0,10,0,10,18701.0,,18701.0,19089.8,0.0,0.0,199.0,0,336,0,0,0,0,0,0,336,1,4463,4800,0,0,0,0
21.0,10,0,10,19661.0,,19661.0,20049.8,0.0,0.0,209.0,0,353,0,0,0,0,0,0,353,1,4686,5040,0,0,0,0
22.0,10,0,10,20621.0,,20621.0,21009.8,0.0,0.0,219.0,0,370,0,0,0,0,0,0,370,1,4909,5280,0,0,0,0
23.0,10,0,10,21581.0,,21581.0,21969.8,0.0,0.0,229.0,0,387,0,0,0,0,0,0,387,1,5132,5520,0,0,0,0
24.0,10,0,10,22541.0,,22541.0,22929.8,0.0,0.0,239.0,0,404,0,0,0,0,0,0,404,1,5355,5760,0,0,0,0
25.0,10,0,10,23501.0,,23501.0,23889.8,0.0,0.0,249.0,0,421,0,0,0,0,0,0,421,1,5578,6000,0,0,0,0
26.0,10,0,10,24461.0,,24461.0,24849.8,0.0,0.0,259.0,0,437,0,0,0,0,0,0,437,1,5802,6240,0,0,0,0
27.0,10,0,10,25421.0,,25421.0,25809.8,0.0,0.0,269.0,0,454,0,0,0,0,0,0,454,1,6025,6480,0,0,0,0
28.0,10,0,10,26381.0,,26381.0,26769.8,0.0,0.0,279.0,0,471,0,0,0,0,0,0,471,1,6248,6720,0,0,0,0
29.0,10,0,10,27341.0,,27341.0,27729.8,0.0,0.0,289.0,0,488,0,0,0,0,0,0,488,1,6471,6960,0,0,0,0
30.0,10,0,10,28301.0,,28301.0,28689.8,0.0,0.0,299.0,0,505,0,0,0,0,0,0,505,1,6694,7200,0,0,0,0
31.0,10,0,10,29261.0,,29261.0,29649.8,0.0,0.0,309.0,0,522,0,0,0,0,0,0,522,1,6917,7440,0,0,0,0
32.0,10,0,10,30221.0,,30221.0,30609.8,0.0,0.0,319.0,0,538,0,0,0,0,0,0,538,1,7141,7680,0,0,0,0
33.0,10,0,10,31181.0,,31181.0,31569.8,0.0,0.0,329.0,0,555,0,0,0,0,0,0,555,1,7364,7920,0,0,0,0
34.0,10,0,10,32141.0,,32141.0,32529.8,0.0,0.0,339.0,0,572,0,0,0,0,0,0,572,1,7587,8160,0,0,0,0
35.0,10,0,10,33101.0,,33101.0,33489.8,0.0,0.0,349.0,0,589,0,0,0,0,0,0,589,1,7810,8400,0,0,0,0
36.0,10,0,10,34061.0,,34061.0,34449.8,0.0,0.0,359.0,0,606,0,0,0,0,0,0,606,1,8033,8640,0,0,0,0
37.0,10,0,10,35021.0,,35021.0,35409.8,0.0,0.0,369.0,0,623,0,0,0,0,0,0,623,1,8256,8880,0,0,0,0
38.0,10,0,10,35981.0,,35981.0,36369.8,0.0,0.0,379.0,0,639,0,0,0,0,0,0,639,1,8480,9120,0,0,0,0
39.001,10,0,10,36941.0,,36941.0,37329.8,0.0,0.0,389.0,0,656,0,0,0,0,0,0,656,1,8704,9361,0,0,0,0
40.001,10,0,10,37901.0,,37901.0,38289.8,0.0,0.0,399.0,0,673,0,0,0,0,0,0,673,1,8927,9601,0,0,0,0
41.001,10,0,10,38861.0,,38861.0,39249.8,0.0,0.0,409.0,0,690,0,0,0,0,0,0,690,1,9150,9841,0,0,0,0
42.001,10,0,10,39821.0,,39821.0,40209.8,0.0,0.0,419.0,0,707,0,0,0,0,0,0,707,1,9373,10081,0,0,0,0
43.001,10,0,10,40781.0,,40781.0,41169.8,0.0,0.0,429.0,0,724,0,0,0,0,0,0,724,1,9596,10321,0,0,0,0
44.001,10,0,10,41741.0,,41741.0,42129.8,0.0,0.0,439.0,0,741,0,0,0,0,0,0,741,1,9819,10561,0,0,0,0
45.001,10,0,10,42701.0,,42701.0,43089.8,0.0,0.0,449.0,0,757,0,0,0,0,0,0,757,1,10043,10801,0,0,0,0
46.001,10,0,10,43661.0,,43661.0,44049.8,0.0,0.0,459.0,0,774,0,0,0,0,0,0,774,1,10266,11041,0,0,0,0
47.001,10,0,10,44621.0,,44621.0,45009.8,0.0,0.0,469.0,0,791,0,0,0,0,0,0,791,1,10489,11281,0,0,0,0
48.001,10,0,10,45581.0,,45581.0,45969.8,0.0,0.0,479.0,0,808,0,0,0,0,0,0,808,1,10712,11521,0,0,0,0
49.001,10,0,10,46541.0,,46541.0,46929.8,0.0,0.0,489.0,0,825,0,0,0,0,0,0,825,1,10935,11761,0,0,0,0
50.001,10,0,10,47501.0,,47501.0,47889.8,0.0,0.0,499.0,0,842,0,0,0,0,0,0,842,1,11158,12001,0,0,0,0
51.001,10,0,10,48461.0,,48461.0,48849.8,0.0,0.0,509.0,0,858,0,0,0,0,0,0,858,1,11382,12241,0,0,0,0
52.001,10,0,10,49421.0,,49421.0,49809.8,0.0,0.0,519.0,0,875,0,0,0,0,0,0,875,1,11605,12481,0,0,0,0
53.001,10,0,10,50381.0,,50381.0,50769.8,0.0,0.0,529.0,0,892,0,0,0,0,0,0,892,1,11828,12721,0,0,0,0
54.001,10,0,10,51341.0,,51341.0,51729.8,0.0,0.0,539.0,0,909,0,0,0,0,0,0,909,1,12051,12961,0,0,0,0
55.001,10,0,10,52301.0,,52301.0,52689.8,0.0,0.0,549.0,0,926,0,0,0,0,0,0,926,1,12274,13201,0,0,0,0
56.001,10,0,10,53261.0,,53261.0,53649.8,0.0,0.0,559.0,0,943,0,0,0,0,0,0,943,1,12497,13441,0,0,0,0
57.001,10,0,10,54221.0,,54221.0,54609.8,0.0,0.0,569.0,0,959,0,0,0,0,0,0,959,1,12721,13681,0,0,0,0
58.001,10,0,10,55181.0,,55181.0,55569.8,0.0,0.0,579.0,0,976,0,0,0,0,0,0,976,1,12944,13921,0,0,0,0
59.001,10,0,10,56141.0,,56141.0,56529.8,0.0,0.0,589.0,0,993,0,0,0,0,0,0,993,1,13167,14161,0,0,0,0
60.001,10,0,10,57101.0,,57101.0,57489.8,0.0,0.0,599.0,0,1010,0,0,0,0,0,0,1010,1,13390,14401,0,0,0,0
